game_id,h_team,a_team,minutes,h_goals,a_goals,home1,home2,home3,home4,away1,away2,away3,away4
118,Argentina,Brazil,4.547163408,3,5,Argentina_p7,Argentina_p2,Argentina_p12,Argentina_p9,Brazil_p10,Brazil_p1,Brazil_p2,Brazil_p9
118,Argentina,Brazil,3.691237624,2,6,Argentina_p7,Argentina_p9,Argentina_p6,Argentina_p11,Brazil_p7,Brazil_p4,Brazil_p12,Brazil_p5
118,Argentina,Brazil,1.361203662,1,1,Argentina_p9,Argentina_p1,Argentina_p3,Argentina_p6,Brazil_p10,Brazil_p6,Brazil_p9,Brazil_p5
118,Argentina,Brazil,0.2915223543,0,0,Argentina_p1,Argentina_p3,Argentina_p8,Argentina_p4,Brazil_p10,Brazil_p5,Brazil_p8,Brazil_p3
118,Argentina,Brazil,2.143709919,3,6,Argentina_p8,Argentina_p10,Argentina_p6,Argentina_p3,Brazil_p5,Brazil_p8,Brazil_p6,Brazil_p4
118,Argentina,Brazil,1.963039827,1,5,Argentina_p6,Argentina_p10,Argentina_p7,Argentina_p5,Brazil_p7,Brazil_p4,Brazil_p9,Brazil_p10
118,Argentina,Brazil,5.274150687,3,21,Argentina_p4,Argentina_p5,Argentina_p1,Argentina_p10,Brazil_p1,Brazil_p8,Brazil_p4,Brazil_p5
118,Argentina,Brazil,1.950755029,3,2,Argentina_p3,Argentina_p6,Argentina_p9,Argentina_p2,Brazil_p4,Brazil_p2,Brazil_p11,Brazil_p12
118,Argentina,Brazil,3.431690555,9,6,Argentina_p2,Argentina_p10,Argentina_p8,Argentina_p9,Brazil_p11,Brazil_p10,Brazil_p6,Brazil_p4
118,Argentina,Brazil,2.44228514,0,3,Argentina_p2,Argentina_p6,Argentina_p12,Argentina_p7,Brazil_p1,Brazil_p6,Brazil_p11,Brazil_p2
119,Argentina,Columbia,2.378369514,2,1,Argentina_p4,Argentina_p11,Argentina_p1,Argentina_p2,Columbia_p2,Columbia_p11,Columbia_p4,Columbia_p10
119,Argentina,Columbia,1.585141028,1,3,Argentina_p10,Argentina_p12,Argentina_p6,Argentina_p2,Columbia_p7,Columbia_p10,Columbia_p3,Columbia_p2
119,Argentina,Columbia,4.142569022,3,4,Argentina_p3,Argentina_p12,Argentina_p9,Argentina_p11,Columbia_p8,Columbia_p9,Columbia_p7,Columbia_p12
119,Argentina,Columbia,3.761208916,2,4,Argentina_p7,Argentina_p5,Argentina_p10,Argentina_p6,Columbia_p7,Columbia_p4,Columbia_p5,Columbia_p6
119,Argentina,Columbia,0.6512114505,0,0,Argentina_p5,Argentina_p6,Argentina_p10,Argentina_p3,Columbia_p6,Columbia_p4,Columbia_p8,Columbia_p2
119,Argentina,Columbia,4.303740392,5,7,Argentina_p3,Argentina_p10,Argentina_p1,Argentina_p8,Columbia_p4,Columbia_p10,Columbia_p8,Columbia_p9
119,Argentina,Columbia,2.570060565,4,2,Argentina_p7,Argentina_p3,Argentina_p1,Argentina_p12,Columbia_p4,Columbia_p10,Columbia_p8,Columbia_p9
119,Argentina,Columbia,1.102859968,0,3,Argentina_p3,Argentina_p2,Argentina_p6,Argentina_p12,Columbia_p3,Columbia_p10,Columbia_p2,Columbia_p11
119,Argentina,Columbia,5.128040864,7,6,Argentina_p3,Argentina_p9,Argentina_p10,Argentina_p11,Columbia_p1,Columbia_p2,Columbia_p6,Columbia_p5
119,Argentina,Columbia,2.04772015,1,4,Argentina_p11,Argentina_p4,Argentina_p2,Argentina_p3,Columbia_p2,Columbia_p11,Columbia_p3,Columbia_p10
119,Argentina,Columbia,1.628843404,2,4,Argentina_p1,Argentina_p3,Argentina_p2,Argentina_p10,Columbia_p9,Columbia_p8,Columbia_p3,Columbia_p6
119,Argentina,Columbia,1.643112253,0,0,Argentina_p6,Argentina_p8,Argentina_p3,Argentina_p12,Columbia_p4,Columbia_p11,Columbia_p8,Columbia_p5
119,Argentina,Columbia,1.057122472,0,4,Argentina_p1,Argentina_p10,Argentina_p12,Argentina_p2,Columbia_p12,Columbia_p2,Columbia_p11,Columbia_p7
120,Argentina,Poland,3.721176798,9,3,Argentina_p7,Argentina_p11,Argentina_p10,Argentina_p3,Poland_p2,Poland_p12,Poland_p6,Poland_p5
120,Argentina,Poland,2.314856064,0,3,Argentina_p1,Argentina_p11,Argentina_p7,Argentina_p4,Poland_p7,Poland_p10,Poland_p12,Poland_p8
120,Argentina,Poland,1.757667445,6,8,Argentina_p1,Argentina_p8,Argentina_p10,Argentina_p12,Poland_p9,Poland_p8,Poland_p1,Poland_p6
120,Argentina,Poland,4.118400917,8,8,Argentina_p12,Argentina_p8,Argentina_p3,Argentina_p10,Poland_p8,Poland_p5,Poland_p3,Poland_p12
120,Argentina,Poland,1.122258059,1,1,Argentina_p10,Argentina_p9,Argentina_p12,Argentina_p2,Poland_p10,Poland_p8,Poland_p2,Poland_p11
120,Argentina,Poland,4.286050203,4,6,Argentina_p7,Argentina_p10,Argentina_p1,Argentina_p11,Poland_p12,Poland_p3,Poland_p10,Poland_p5
120,Argentina,Poland,1.142221398,2,2,Argentina_p7,Argentina_p9,Argentina_p3,Argentina_p12,Poland_p11,Poland_p12,Poland_p7,Poland_p8
120,Argentina,Poland,1.508024968,2,0,Argentina_p12,Argentina_p8,Argentina_p7,Argentina_p9,Poland_p3,Poland_p5,Poland_p8,Poland_p12
120,Argentina,Poland,0.5480595777,1,0,Argentina_p6,Argentina_p3,Argentina_p8,Argentina_p10,Poland_p7,Poland_p6,Poland_p12,Poland_p1
120,Argentina,Poland,4.500867913,5,3,Argentina_p10,Argentina_p3,Argentina_p8,Argentina_p1,Poland_p12,Poland_p11,Poland_p4,Poland_p9
120,Argentina,Poland,1.325552016,4,0,Argentina_p10,Argentina_p12,Argentina_p2,Argentina_p3,Poland_p12,Poland_p1,Poland_p8,Poland_p10
120,Argentina,Poland,5.151965309,10,8,Argentina_p4,Argentina_p12,Argentina_p2,Argentina_p11,Poland_p3,Poland_p2,Poland_p10,Poland_p6
120,Argentina,Poland,0.5028993328,2,1,Argentina_p6,Argentina_p3,Argentina_p12,Argentina_p1,Poland_p12,Poland_p6,Poland_p11,Poland_p9
121,Argentina,Chile,5.234723746,10,14,Argentina_p9,Argentina_p3,Argentina_p2,Argentina_p12,Chile_p5,Chile_p8,Chile_p4,Chile_p9
121,Argentina,Chile,2.458721888,4,4,Argentina_p4,Argentina_p5,Argentina_p9,Argentina_p3,Chile_p12,Chile_p5,Chile_p7,Chile_p2
121,Argentina,Chile,8,15,14,Argentina_p11,Argentina_p4,Argentina_p1,Argentina_p6,Chile_p5,Chile_p9,Chile_p2,Chile_p8
121,Argentina,Chile,1.713858157,3,3,Argentina_p9,Argentina_p3,Argentina_p12,Argentina_p8,Chile_p6,Chile_p4,Chile_p11,Chile_p7
121,Argentina,Chile,4.330451736,12,5,Argentina_p12,Argentina_p8,Argentina_p6,Argentina_p10,Chile_p5,Chile_p3,Chile_p2,Chile_p7
121,Argentina,Chile,3.005465555,2,8,Argentina_p12,Argentina_p7,Argentina_p6,Argentina_p8,Chile_p6,Chile_p12,Chile_p4,Chile_p9
121,Argentina,Chile,0.9668630007,0,1,Argentina_p1,Argentina_p6,Argentina_p4,Argentina_p11,Chile_p9,Chile_p3,Chile_p2,Chile_p6
121,Argentina,Chile,3.006616504,8,3,Argentina_p10,Argentina_p6,Argentina_p5,Argentina_p7,Chile_p2,Chile_p12,Chile_p5,Chile_p7
121,Argentina,Chile,1.391380001,3,2,Argentina_p9,Argentina_p1,Argentina_p3,Argentina_p7,Chile_p12,Chile_p8,Chile_p6,Chile_p7
121,Argentina,Chile,0.3054690118,2,1,Argentina_p11,Argentina_p7,Argentina_p10,Argentina_p12,Chile_p4,Chile_p11,Chile_p3,Chile_p6
121,Argentina,Chile,1.5864504,3,2,Argentina_p2,Argentina_p12,Argentina_p11,Argentina_p10,Chile_p6,Chile_p5,Chile_p7,Chile_p12
122,Chile,USA,6.094070034,9,9,Chile_p4,Chile_p2,Chile_p12,Chile_p9,USA_p5,USA_p9,USA_p1,USA_p7
122,Chile,USA,3.882746393,5,5,Chile_p6,Chile_p2,Chile_p11,Chile_p1,USA_p2,USA_p7,USA_p4,USA_p3
122,Chile,USA,5.087207301,6,12,Chile_p4,Chile_p8,Chile_p9,Chile_p7,USA_p10,USA_p2,USA_p3,USA_p4
122,Chile,USA,3.317829207,4,10,Chile_p4,Chile_p7,Chile_p11,Chile_p2,USA_p2,USA_p10,USA_p6,USA_p1
122,Chile,USA,0.8327983826,1,1,Chile_p7,Chile_p3,Chile_p12,Chile_p2,USA_p8,USA_p10,USA_p9,USA_p3
122,Chile,USA,1.559942334,3,4,Chile_p6,Chile_p5,Chile_p1,Chile_p8,USA_p11,USA_p9,USA_p4,USA_p2
122,Chile,USA,2.469560236,3,4,Chile_p11,Chile_p7,Chile_p2,Chile_p4,USA_p10,USA_p5,USA_p12,USA_p7
122,Chile,USA,1.093980277,1,3,Chile_p12,Chile_p6,Chile_p3,Chile_p8,USA_p9,USA_p6,USA_p8,USA_p1
122,Chile,USA,0.8512618692,1,1,Chile_p12,Chile_p5,Chile_p4,Chile_p1,USA_p6,USA_p3,USA_p12,USA_p10
122,Chile,USA,3.55854995,4,9,Chile_p2,Chile_p10,Chile_p1,Chile_p4,USA_p1,USA_p9,USA_p8,USA_p7
122,Chile,USA,3.252054015,3,6,Chile_p5,Chile_p3,Chile_p4,Chile_p7,USA_p5,USA_p7,USA_p12,USA_p9
123,Chile,Japan,1.11357244,1,3,Chile_p2,Chile_p9,Chile_p3,Chile_p6,Japan_p7,Japan_p9,Japan_p1,Japan_p3
123,Chile,Japan,1.264196464,2,3,Chile_p7,Chile_p3,Chile_p2,Chile_p8,Japan_p7,Japan_p8,Japan_p5,Japan_p3
123,Chile,Japan,0.9303725091,3,1,Chile_p12,Chile_p3,Chile_p2,Chile_p5,Japan_p5,Japan_p1,Japan_p12,Japan_p8
123,Chile,Japan,8,14,21,Chile_p3,Chile_p7,Chile_p2,Chile_p5,Japan_p7,Japan_p9,Japan_p4,Japan_p1
123,Chile,Japan,1.170652604,0,3,Chile_p3,Chile_p5,Chile_p2,Chile_p12,Japan_p4,Japan_p12,Japan_p10,Japan_p11
123,Chile,Japan,2.61857517,4,10,Chile_p2,Chile_p5,Chile_p11,Chile_p7,Japan_p4,Japan_p6,Japan_p10,Japan_p5
123,Chile,Japan,3.131766033,3,8,Chile_p5,Chile_p6,Chile_p11,Chile_p2,Japan_p4,Japan_p8,Japan_p12,Japan_p2
123,Chile,Japan,2.758536027,11,7,Chile_p2,Chile_p8,Chile_p6,Chile_p11,Japan_p10,Japan_p11,Japan_p3,Japan_p8
123,Chile,Japan,2.488752908,2,6,Chile_p1,Chile_p3,Chile_p8,Chile_p2,Japan_p4,Japan_p9,Japan_p1,Japan_p6
123,Chile,Japan,1.078247352,0,3,Chile_p4,Chile_p12,Chile_p8,Chile_p5,Japan_p8,Japan_p7,Japan_p5,Japan_p10
123,Chile,Japan,1.592509414,0,3,Chile_p2,Chile_p8,Chile_p7,Chile_p11,Japan_p10,Japan_p7,Japan_p2,Japan_p8
123,Chile,Japan,0.9572195358,1,3,Chile_p2,Chile_p1,Chile_p7,Chile_p3,Japan_p6,Japan_p8,Japan_p4,Japan_p12
123,Chile,Japan,1.666085511,5,2,Chile_p12,Chile_p1,Chile_p2,Chile_p6,Japan_p9,Japan_p1,Japan_p10,Japan_p3
123,Chile,Japan,2.055777865,3,4,Chile_p12,Chile_p10,Chile_p4,Chile_p6,Japan_p7,Japan_p11,Japan_p1,Japan_p10
123,Chile,Japan,1.048766584,2,0,Chile_p2,Chile_p12,Chile_p8,Chile_p1,Japan_p8,Japan_p12,Japan_p4,Japan_p9
123,Chile,Japan,0.1249695836,0,0,Chile_p8,Chile_p7,Chile_p6,Chile_p9,Japan_p9,Japan_p1,Japan_p8,Japan_p10
124,Chile,Great.Britain,4.056277367,7,5,Chile_p12,Chile_p7,Chile_p6,Chile_p8,Great.Britain_p12,Great.Britain_p8,Great.Britain_p11,Great.Britain_p3
124,Chile,Great.Britain,4.35223383,5,7,Chile_p3,Chile_p6,Chile_p1,Chile_p5,Great.Britain_p10,Great.Britain_p3,Great.Britain_p8,Great.Britain_p5
124,Chile,Great.Britain,0.7457044428,1,0,Chile_p3,Chile_p8,Chile_p5,Chile_p6,Great.Britain_p3,Great.Britain_p10,Great.Britain_p4,Great.Britain_p6
124,Chile,Great.Britain,0.9418246755,1,1,Chile_p10,Chile_p7,Chile_p6,Chile_p8,Great.Britain_p7,Great.Britain_p9,Great.Britain_p3,Great.Britain_p5
124,Chile,Great.Britain,1.479928308,3,3,Chile_p2,Chile_p5,Chile_p8,Chile_p11,Great.Britain_p1,Great.Britain_p9,Great.Britain_p12,Great.Britain_p6
124,Chile,Great.Britain,5.813891322,10,17,Chile_p9,Chile_p7,Chile_p8,Chile_p6,Great.Britain_p9,Great.Britain_p12,Great.Britain_p5,Great.Britain_p2
124,Chile,Great.Britain,0.3022904971,2,1,Chile_p2,Chile_p12,Chile_p6,Chile_p1,Great.Britain_p1,Great.Britain_p12,Great.Britain_p7,Great.Britain_p3
124,Chile,Great.Britain,4.590871486,7,2,Chile_p2,Chile_p11,Chile_p6,Chile_p1,Great.Britain_p5,Great.Britain_p2,Great.Britain_p1,Great.Britain_p12
124,Chile,Great.Britain,2.734190802,7,6,Chile_p6,Chile_p5,Chile_p7,Chile_p11,Great.Britain_p1,Great.Britain_p12,Great.Britain_p3,Great.Britain_p8
124,Chile,Great.Britain,3.563186719,7,8,Chile_p5,Chile_p1,Chile_p7,Chile_p6,Great.Britain_p10,Great.Britain_p1,Great.Britain_p4,Great.Britain_p11
124,Chile,Great.Britain,1.235184222,1,1,Chile_p6,Chile_p2,Chile_p1,Chile_p11,Great.Britain_p12,Great.Britain_p11,Great.Britain_p8,Great.Britain_p9
124,Chile,Great.Britain,2.184416329,8,7,Chile_p3,Chile_p8,Chile_p6,Chile_p5,Great.Britain_p12,Great.Britain_p8,Great.Britain_p2,Great.Britain_p10
125,Chile,Canada,2.613016737,4,3,Chile_p7,Chile_p8,Chile_p12,Chile_p6,Canada_p9,Canada_p2,Canada_p6,Canada_p1
125,Chile,Canada,4.92955511,10,9,Chile_p12,Chile_p6,Chile_p2,Chile_p11,Canada_p3,Canada_p6,Canada_p5,Canada_p10
125,Chile,Canada,3.847834889,3,6,Chile_p2,Chile_p1,Chile_p4,Chile_p10,Canada_p12,Canada_p11,Canada_p7,Canada_p4
125,Chile,Canada,0.9900327563,5,1,Chile_p12,Chile_p9,Chile_p6,Chile_p2,Canada_p3,Canada_p9,Canada_p10,Canada_p11
125,Chile,Canada,7.827965958,6,16,Chile_p2,Chile_p1,Chile_p4,Chile_p11,Canada_p11,Canada_p3,Canada_p2,Canada_p1
125,Chile,Canada,4.649769228,16,8,Chile_p5,Chile_p8,Chile_p12,Chile_p7,Canada_p11,Canada_p8,Canada_p10,Canada_p6
125,Chile,Canada,3.225829668,14,6,Chile_p6,Chile_p7,Chile_p5,Chile_p12,Canada_p8,Canada_p1,Canada_p2,Canada_p10
125,Chile,Canada,1.785755817,1,3,Chile_p2,Chile_p5,Chile_p12,Chile_p1,Canada_p2,Canada_p9,Canada_p7,Canada_p4
125,Chile,Canada,2.130239836,4,2,Chile_p2,Chile_p12,Chile_p7,Chile_p1,Canada_p10,Canada_p8,Canada_p4,Canada_p12
126,Chile,France,2.987801695,0,1,Chile_p5,Chile_p4,Chile_p9,Chile_p8,France_p1,France_p10,France_p4,France_p7
126,Chile,France,2.001922405,3,5,Chile_p2,Chile_p9,Chile_p3,Chile_p6,France_p1,France_p3,France_p11,France_p4
126,Chile,France,2.961231565,7,7,Chile_p4,Chile_p8,Chile_p2,Chile_p11,France_p6,France_p11,France_p4,France_p7
126,Chile,France,0.6175125851,1,0,Chile_p3,Chile_p1,Chile_p6,Chile_p8,France_p11,France_p3,France_p5,France_p1
126,Chile,France,2.069779803,0,3,Chile_p12,Chile_p2,Chile_p3,Chile_p8,France_p10,France_p7,France_p9,France_p12
126,Chile,France,0.6685697258,0,1,Chile_p5,Chile_p10,Chile_p7,Chile_p4,France_p5,France_p6,France_p2,France_p8
126,Chile,France,2.087834294,2,3,Chile_p6,Chile_p9,Chile_p10,Chile_p2,France_p10,France_p12,France_p5,France_p8
126,Chile,France,3.628268177,6,5,Chile_p2,Chile_p6,Chile_p12,Chile_p1,France_p6,France_p5,France_p2,France_p7
126,Chile,France,3.069710603,3,7,Chile_p12,Chile_p8,Chile_p2,Chile_p3,France_p11,France_p3,France_p9,France_p7
126,Chile,France,1.22849278,2,3,Chile_p1,Chile_p12,Chile_p2,Chile_p8,France_p8,France_p12,France_p7,France_p11
126,Chile,France,5.10383063,6,13,Chile_p4,Chile_p11,Chile_p6,Chile_p7,France_p6,France_p3,France_p9,France_p2
126,Chile,France,5.344993563,6,8,Chile_p8,Chile_p3,Chile_p4,Chile_p7,France_p2,France_p1,France_p8,France_p12
126,Chile,France,0.2300521741,0,0,Chile_p6,Chile_p8,Chile_p1,Chile_p12,France_p1,France_p12,France_p11,France_p6
127,Chile,Denmark,2.463486145,6,3,Chile_p5,Chile_p12,Chile_p4,Chile_p1,Denmark_p7,Denmark_p10,Denmark_p6,Denmark_p5
127,Chile,Denmark,3.499130885,6,6,Chile_p2,Chile_p1,Chile_p10,Chile_p4,Denmark_p2,Denmark_p4,Denmark_p8,Denmark_p6
127,Chile,Denmark,0.6424754685,0,1,Chile_p2,Chile_p12,Chile_p1,Chile_p5,Denmark_p7,Denmark_p9,Denmark_p5,Denmark_p11
127,Chile,Denmark,3.115251566,6,4,Chile_p2,Chile_p3,Chile_p1,Chile_p6,Denmark_p5,Denmark_p7,Denmark_p10,Denmark_p4
127,Chile,Denmark,1.600335322,5,3,Chile_p11,Chile_p4,Chile_p3,Chile_p2,Denmark_p10,Denmark_p9,Denmark_p11,Denmark_p7
127,Chile,Denmark,1.312285447,4,6,Chile_p2,Chile_p11,Chile_p7,Chile_p8,Denmark_p4,Denmark_p7,Denmark_p11,Denmark_p5
127,Chile,Denmark,1.760192317,3,4,Chile_p7,Chile_p11,Chile_p2,Chile_p5,Denmark_p11,Denmark_p3,Denmark_p9,Denmark_p6
127,Chile,Denmark,2.119217374,2,2,Chile_p10,Chile_p6,Chile_p4,Chile_p12,Denmark_p7,Denmark_p10,Denmark_p6,Denmark_p5
127,Chile,Denmark,2.932749081,1,8,Chile_p7,Chile_p10,Chile_p8,Chile_p4,Denmark_p6,Denmark_p12,Denmark_p5,Denmark_p2
127,Chile,Denmark,2.801540064,3,4,Chile_p2,Chile_p7,Chile_p3,Chile_p1,Denmark_p9,Denmark_p11,Denmark_p4,Denmark_p12
127,Chile,Denmark,1.73832964,1,8,Chile_p5,Chile_p2,Chile_p8,Chile_p10,Denmark_p4,Denmark_p3,Denmark_p1,Denmark_p6
127,Chile,Denmark,3.75863389,8,9,Chile_p5,Chile_p1,Chile_p7,Chile_p2,Denmark_p11,Denmark_p4,Denmark_p7,Denmark_p3
127,Chile,Denmark,2.09950426,5,1,Chile_p4,Chile_p7,Chile_p1,Chile_p12,Denmark_p4,Denmark_p11,Denmark_p12,Denmark_p1
127,Chile,Denmark,2.15686854,2,4,Chile_p7,Chile_p2,Chile_p10,Chile_p5,Denmark_p9,Denmark_p12,Denmark_p4,Denmark_p10
128,Chile,Sweden,0.9953228899,4,0,Chile_p3,Chile_p7,Chile_p8,Chile_p5,Sweden_p2,Sweden_p9,Sweden_p10,Sweden_p5
128,Chile,Sweden,2.928036418,9,12,Chile_p8,Chile_p10,Chile_p5,Chile_p6,Sweden_p7,Sweden_p5,Sweden_p2,Sweden_p4
128,Chile,Sweden,4.705043022,9,10,Chile_p7,Chile_p2,Chile_p8,Chile_p1,Sweden_p10,Sweden_p11,Sweden_p8,Sweden_p5
128,Chile,Sweden,1.199606462,2,2,Chile_p4,Chile_p11,Chile_p7,Chile_p8,Sweden_p11,Sweden_p6,Sweden_p10,Sweden_p7
128,Chile,Sweden,2.825174556,5,9,Chile_p7,Chile_p3,Chile_p1,Chile_p6,Sweden_p5,Sweden_p7,Sweden_p8,Sweden_p1
128,Chile,Sweden,3.247988889,7,3,Chile_p8,Chile_p11,Chile_p2,Chile_p6,Sweden_p2,Sweden_p8,Sweden_p3,Sweden_p5
128,Chile,Sweden,1.987384161,7,3,Chile_p12,Chile_p6,Chile_p1,Chile_p2,Sweden_p7,Sweden_p11,Sweden_p5,Sweden_p4
128,Chile,Sweden,2.686218773,5,4,Chile_p2,Chile_p12,Chile_p9,Chile_p6,Sweden_p5,Sweden_p2,Sweden_p12,Sweden_p1
128,Chile,Sweden,5.835953325,13,9,Chile_p2,Chile_p4,Chile_p11,Chile_p5,Sweden_p5,Sweden_p4,Sweden_p10,Sweden_p6
128,Chile,Sweden,5.543228569,9,13,Chile_p6,Chile_p2,Chile_p8,Chile_p11,Sweden_p10,Sweden_p8,Sweden_p1,Sweden_p5
128,Chile,Sweden,0.04604293541,1,0,Chile_p6,Chile_p4,Chile_p3,Chile_p12,Sweden_p6,Sweden_p12,Sweden_p2,Sweden_p7
129,Chile,Brazil,4.690914881,10,5,Chile_p7,Chile_p4,Chile_p11,Chile_p6,Brazil_p11,Brazil_p7,Brazil_p4,Brazil_p3
129,Chile,Brazil,2.226458267,4,4,Chile_p6,Chile_p5,Chile_p7,Chile_p3,Brazil_p2,Brazil_p12,Brazil_p10,Brazil_p8
129,Chile,Brazil,5.886590283,4,13,Chile_p8,Chile_p3,Chile_p2,Chile_p12,Brazil_p6,Brazil_p7,Brazil_p3,Brazil_p5
129,Chile,Brazil,1.285930345,5,0,Chile_p9,Chile_p4,Chile_p2,Chile_p3,Brazil_p9,Brazil_p2,Brazil_p10,Brazil_p3
129,Chile,Brazil,3.348696406,3,7,Chile_p3,Chile_p6,Chile_p9,Chile_p4,Brazil_p3,Brazil_p2,Brazil_p8,Brazil_p5
129,Chile,Brazil,2.979255558,2,6,Chile_p2,Chile_p6,Chile_p1,Chile_p10,Brazil_p6,Brazil_p1,Brazil_p7,Brazil_p3
129,Chile,Brazil,1.423493395,6,2,Chile_p5,Chile_p8,Chile_p10,Chile_p2,Brazil_p3,Brazil_p11,Brazil_p2,Brazil_p7
129,Chile,Brazil,5.776831573,8,13,Chile_p12,Chile_p6,Chile_p3,Chile_p5,Brazil_p4,Brazil_p3,Brazil_p11,Brazil_p5
129,Chile,Brazil,2.615021428,5,4,Chile_p7,Chile_p11,Chile_p2,Chile_p4,Brazil_p1,Brazil_p6,Brazil_p9,Brazil_p2
129,Chile,Brazil,1.301361819,0,5,Chile_p7,Chile_p12,Chile_p6,Chile_p8,Brazil_p12,Brazil_p1,Brazil_p4,Brazil_p5
129,Chile,Brazil,0.465446045,1,0,Chile_p10,Chile_p2,Chile_p5,Chile_p7,Brazil_p11,Brazil_p6,Brazil_p2,Brazil_p10
130,Chile,Columbia,3.177734748,2,7,Chile_p8,Chile_p12,Chile_p6,Chile_p7,Columbia_p3,Columbia_p4,Columbia_p9,Columbia_p11
130,Chile,Columbia,4.821995775,8,8,Chile_p1,Chile_p6,Chile_p7,Chile_p12,Columbia_p3,Columbia_p1,Columbia_p7,Columbia_p9
130,Chile,Columbia,4.77412508,8,11,Chile_p8,Chile_p2,Chile_p11,Chile_p7,Columbia_p10,Columbia_p11,Columbia_p7,Columbia_p2
130,Chile,Columbia,4.27479566,8,7,Chile_p5,Chile_p3,Chile_p7,Chile_p6,Columbia_p8,Columbia_p4,Columbia_p10,Columbia_p7
130,Chile,Columbia,2.475212681,4,7,Chile_p5,Chile_p3,Chile_p1,Chile_p4,Columbia_p9,Columbia_p1,Columbia_p5,Columbia_p12
130,Chile,Columbia,0.9723715759,1,4,Chile_p2,Chile_p8,Chile_p5,Chile_p12,Columbia_p7,Columbia_p10,Columbia_p11,Columbia_p2
130,Chile,Columbia,2.567345177,2,3,Chile_p5,Chile_p7,Chile_p9,Chile_p2,Columbia_p6,Columbia_p3,Columbia_p5,Columbia_p4
130,Chile,Columbia,1.725635345,1,3,Chile_p9,Chile_p5,Chile_p2,Chile_p8,Columbia_p5,Columbia_p8,Columbia_p11,Columbia_p10
130,Chile,Columbia,6.846495534,19,11,Chile_p11,Chile_p6,Chile_p4,Chile_p5,Columbia_p4,Columbia_p12,Columbia_p9,Columbia_p7
130,Chile,Columbia,0.3642884242,1,1,Chile_p3,Chile_p12,Chile_p2,Chile_p4,Columbia_p12,Columbia_p7,Columbia_p8,Columbia_p9
131,Chile,Poland,0.7342484351,1,0,Chile_p11,Chile_p7,Chile_p4,Chile_p5,Poland_p4,Poland_p1,Poland_p2,Poland_p6
131,Chile,Poland,1.236721467,1,2,Chile_p8,Chile_p6,Chile_p5,Chile_p10,Poland_p6,Poland_p9,Poland_p12,Poland_p5
131,Chile,Poland,1.035728065,2,1,Chile_p6,Chile_p1,Chile_p7,Chile_p3,Poland_p3,Poland_p6,Poland_p9,Poland_p10
131,Chile,Poland,1.394045433,3,2,Chile_p12,Chile_p1,Chile_p6,Chile_p7,Poland_p5,Poland_p3,Poland_p6,Poland_p11
131,Chile,Poland,1.431585784,0,6,Chile_p3,Chile_p4,Chile_p1,Chile_p2,Poland_p12,Poland_p8,Poland_p10,Poland_p7
131,Chile,Poland,4.390961946,9,6,Chile_p10,Chile_p8,Chile_p4,Chile_p5,Poland_p12,Poland_p11,Poland_p2,Poland_p8
131,Chile,Poland,0.8823497404,2,4,Chile_p1,Chile_p5,Chile_p2,Chile_p12,Poland_p12,Poland_p10,Poland_p3,Poland_p9
131,Chile,Poland,1.62965284,2,3,Chile_p6,Chile_p11,Chile_p7,Chile_p2,Poland_p12,Poland_p2,Poland_p4,Poland_p5
131,Chile,Poland,1.997402705,6,4,Chile_p12,Chile_p3,Chile_p6,Chile_p2,Poland_p4,Poland_p7,Poland_p2,Poland_p10
131,Chile,Poland,4.542283105,5,6,Chile_p6,Chile_p9,Chile_p5,Chile_p7,Poland_p1,Poland_p10,Poland_p6,Poland_p5
131,Chile,Poland,5.979921534,9,16,Chile_p11,Chile_p8,Chile_p4,Chile_p6,Poland_p12,Poland_p7,Poland_p3,Poland_p6
131,Chile,Poland,4.988424669,9,12,Chile_p6,Chile_p11,Chile_p4,Chile_p5,Poland_p6,Poland_p9,Poland_p1,Poland_p10
131,Chile,Poland,1.756674275,3,4,Chile_p8,Chile_p1,Chile_p2,Chile_p3,Poland_p8,Poland_p10,Poland_p1,Poland_p12
132,Chile,Argentina,1.850897344,2,5,Chile_p7,Chile_p12,Chile_p2,Chile_p8,Argentina_p3,Argentina_p7,Argentina_p9,Argentina_p6
132,Chile,Argentina,3.471609402,6,7,Chile_p4,Chile_p11,Chile_p8,Chile_p7,Argentina_p7,Argentina_p12,Argentina_p9,Argentina_p8
132,Chile,Argentina,1.724969714,2,3,Chile_p8,Chile_p12,Chile_p2,Chile_p3,Argentina_p2,Argentina_p7,Argentina_p10,Argentina_p1
132,Chile,Argentina,8,17,12,Chile_p7,Chile_p3,Chile_p2,Chile_p8,Argentina_p12,Argentina_p9,Argentina_p6,Argentina_p2
132,Chile,Argentina,3.836388291,9,5,Chile_p2,Chile_p3,Chile_p4,Chile_p12,Argentina_p4,Argentina_p1,Argentina_p9,Argentina_p5
132,Chile,Argentina,4.531764831,7,6,Chile_p12,Chile_p11,Chile_p2,Chile_p4,Argentina_p10,Argentina_p9,Argentina_p8,Argentina_p2
132,Chile,Argentina,7.385974136,14,11,Chile_p5,Chile_p7,Chile_p12,Chile_p4,Argentina_p4,Argentina_p5,Argentina_p6,Argentina_p9
132,Chile,Argentina,1.198396282,0,3,Chile_p12,Chile_p5,Chile_p4,Chile_p7,Argentina_p8,Argentina_p1,Argentina_p10,Argentina_p7
