CreditPolicy,Purpose,IntRate,Installment,Dti,Fico,DaysWithCrLine,RevolBal,RevolUtil,InqLast6mths,Delinq2yrs,PubRec,NotFullyPaid,AnnualInc
1,debt_consolidation,0.1096,185.69,18.52,712,2250.0,25925,66.1,0,0,0,0,44720.000097087985
1,all_other,0.1033,109.43,5.52,712,1649.958333,598,2.9,1,0,0,0,29999.999980671204
1,major_purchase,0.1222,145.78,17.63,677,2550.0,7474,35.8,2,1,0,0,28089.000011039014
1,debt_consolidation,0.0832,174.74,13.64,777,4559.958333,5578,9.0,2,0,0,0,44875.00018889774
1,all_other,0.1222,79.97,22.36,677,5580.0,12785,77.2,2,0,0,0,41600.00015602682
1,debt_consolidation,0.0832,47.23,2.53,732,2789.958333,3421,22.1,1,0,0,0,38000.000049076116
1,all_other,0.1222,165.77,5.06,722,6389.958333,5424,98.6,0,0,0,0,92000.00036513175
1,debt_consolidation,0.1696,135.41,29.42,672,5339.958333,536,9.2,2,0,0,0,34999.99998349573
1,educational,0.1191,116.1,2.47,677,1770.0,23806,60.6,1,0,0,0,174999.99949151115
1,debt_consolidation,0.1096,110.43,13.6,722,4470.0,23280,92.0,3,0,0,0,45000.00005613948
1,debt_consolidation,0.08,159.82,6.23,752,4649.958333,10399,31.3,1,0,0,0,52999.99986568429
1,debt_consolidation,0.1146,263.66,21.72,697,7577.0,73150,72.9,0,0,0,1,79999.99970751854
1,credit_card,0.1159,194.82,20.29,707,6119.958333,57152,78.7,0,0,0,0,99999.99950297715
1,debt_consolidation,0.1001,69.39,1.2,722,3330.0,2400,35.8,0,0,0,0,34999.99998349573
1,credit_card,0.1538,243.97,9.24,667,6540.0,33102,99.4,2,0,1,1,79999.99970751854
1,major_purchase,0.0768,96.69,9.39,787,5044.958333,15715,21.5,1,0,0,0,41003.999921957446
1,credit_card,0.1128,218.6,16.86,697,2208.0,21659,49.9,1,0,0,1,72000.00014413026
1,debt_consolidation,0.1033,180.76,0.0,772,7529.958333,0,0.0,6,0,0,0,42000.00011484885
1,debt_consolidation,0.0832,141.68,13.02,752,6300.0,12183,45.1,0,0,0,0,39999.99987615706
1,all_other,0.0832,174.74,4.36,752,3420.0,26040,49.1,3,0,0,0,82000.00030779601
1,all_other,0.1128,139.71,4.65,682,3209.958333,2801,63.7,0,0,0,1,54999.99976819655
1,debt_consolidation,0.1128,167.65,14.68,687,4770.0,17550,38.6,2,0,0,1,63499.99969007032
1,debt_consolidation,0.1159,158.5,20.45,707,5820.0,11781,58.9,2,0,0,0,49999.99977948582
1,credit_card,0.0832,135.39,17.04,752,7499.958333,68895,41.9,2,0,0,0,56000.00001583201
1,all_other,0.0737,31.05,0.74,782,12407.0,2440,8.6,0,0,0,0,77366.99983962916
1,credit_card,0.1254,226.78,20.95,702,6630.0,31518,93.2,0,0,0,0,87359.99991449805
1,all_other,0.1221,566.36,7.93,742,6378.041667,15146,27.2,1,0,0,0,79999.99970751854
1,credit_card,0.08,184.89,3.92,782,4372.0,8247,11.1,2,0,0,0,230000.00048177372
1,all_other,0.1159,138.68,17.08,687,4500.0,10655,68.7,1,0,0,0,29999.999980671204
1,credit_card,0.138,236.86,20.3,672,3690.0,9344,79.2,1,0,0,0,49999.99977948582
1,all_other,0.1033,64.85,9.0,697,1860.0,8935,27.8,1,0,0,0,21999.999992510035
1,all_other,0.0863,110.7,1.71,742,2345.0,1087,10.9,1,0,0,0,21000.000006183265
1,debt_consolidation,0.1096,147.24,6.17,697,8820.0,17558,62.3,1,0,1,0,63000.0002914588
1,all_other,0.1001,157.33,9.62,717,3119.958333,11579,37.0,2,0,0,0,49999.99977948582
1,credit_card,0.1128,94.51,4.83,687,5220.0,5260,92.3,0,0,1,0,36799.99984702158
1,credit_card,0.1412,191.73,24.77,682,3239.958333,86,1.1,0,0,0,0,28000.00002359446
1,home_improvement,0.0863,237.21,7.44,742,4380.0,15611,21.0,2,0,0,0,224999.9997330245
1,educational,0.0832,110.2,19.41,782,13260.0,2967,5.0,0,0,0,0,52000.000126694686
1,debt_consolidation,0.1128,156.14,1.32,722,1260.0,10318,30.9,1,0,0,0,87000.00020560528
1,home_improvement,0.0863,159.73,1.84,727,4530.0,2733,15.4,1,0,0,0,80003.99980750556
1,all_other,0.1128,172.58,5.24,712,5699.958333,13673,58.4,0,0,0,1,47627.99987754528
1,all_other,0.138,81.8,1.35,662,1890.0,3171,77.3,0,0,0,0,48000.000005278656
1,credit_card,0.1159,80.9,13.19,682,7499.958333,44198,51.9,0,0,0,0,85000.00038484143
1,credit_card,0.1349,254.48,9.58,662,7710.0,15030,52.2,1,0,0,1,145899.99934186292
1,debt_consolidation,0.1128,200.52,10.06,692,1769.9583329999998,5129,35.4,1,0,0,0,33999.99987765788
1,credit_card,0.1286,184.95,17.31,672,1950.0,12596,46.3,0,0,0,0,33650.000165797814
1,credit_card,0.1159,247.65,11.89,687,2910.0,25588,58.0,1,0,0,0,116599.99966203161
1,all_other,0.0768,65.5,3.59,757,7529.958333,14538,32.0,1,0,0,0,55800.00009098738
1,all_other,0.1128,32.88,15.69,697,4320.958333,199,2.3,1,0,0,1,34999.99998349573
1,credit_card,0.1286,92.48,13.57,667,2519.958333,3109,42.6,2,0,0,0,58000.00002734374
1,all_other,0.1304,219.14,6.76,667,6167.958333,20227,41.0,3,1,0,1,63000.0002914588
1,debt_consolidation,0.08,156.69,10.78,757,3179.958333,4496,9.7,3,0,0,0,57995.999905287594
1,all_other,0.0768,124.76,10.74,792,4589.958333,2775,13.7,3,0,0,0,41003.999921957446
1,all_other,0.1001,242.04,15.21,727,4979.958333,2801,6.7,0,1,0,0,78999.99988551649
1,debt_consolidation,0.1033,129.69,10.03,702,3839.958333,6796,32.4,0,0,0,0,30999.99989251424
1,debt_consolidation,0.1096,245.4,7.16,697,3599.958333,27491,56.2,3,0,0,0,36683.999938413624
1,credit_card,0.1412,102.71,9.3,662,1470.0,5062,85.8,0,0,0,0,24000.000016078007
1,major_purchase,0.1272,59.57,10.64,667,3179.958333,1030,4.6,0,3,0,0,45000.00005613948
1,credit_card,0.1051,136.54,10.59,707,7350.0,5014,18.1,0,2,0,0,57000.00018144879
1,credit_card,0.1146,98.88,3.58,707,3879.041667,2731,97.5,0,0,0,0,20800.000006460294
1,debt_consolidation,0.1209,156.31,21.93,712,4650.958333,3266,49.5,0,0,0,0,39999.99987615706
1,educational,0.1083,146.97,13.54,712,3930.958333,1818,29.8,2,0,0,0,38000.000049076116
1,all_other,0.1178,99.33,0.66,717,1142.0,843,30.1,0,0,0,0,28879.999913164716
1,debt_consolidation,0.1051,243.81,16.23,727,3573.958333,26784,63.6,1,0,0,0,42000.00011484885
1,debt_consolidation,0.1083,163.3,21.53,742,3604.958333,17194,54.8,1,0,0,1,47496.000192334526
1,all_other,0.1241,172.07,20.29,747,5585.0,8855,31.2,7,0,0,0,105000.00009033567
1,debt_consolidation,0.1051,243.81,9.55,722,4685.958333,39979,49.5,0,0,0,0,159999.99932544588
1,all_other,0.1588,245.69,24.19,667,5375.958333,590,84.3,0,0,0,0,94999.99994464558
1,all_other,0.0907,238.75,4.86,752,7626.958333,8575,25.0,1,0,0,0,59999.99992774572
1,home_improvement,0.102,242.71,11.99,732,4686.958333,42703,40.4,3,0,0,1,78955.00008679173
1,all_other,0.0907,210.1,1.84,742,2680.0,4889,10.7,1,0,0,1,32003.999872943656
1,credit_card,0.1083,244.94,20.91,747,5641.0,120338,47.5,0,0,0,0,90000.00006188375
1,all_other,0.0907,191.0,5.0,752,4384.0,86,0.5,1,0,0,0,65000.000072944706
1,home_improvement,0.0832,47.23,12.39,722,3800.0,26571,33.7,0,0,0,0,52000.000126694686
1,major_purchase,0.102,97.09,0.33,802,3216.958333,37,0.2,0,0,0,0,54999.99976819655
1,debt_consolidation,0.1272,251.7,11.12,677,6008.0,12336,46.0,0,1,0,0,82000.00030779601
1,credit_card,0.1114,156.65,6.4,697,4709.958333,10537,41.0,2,0,0,0,50999.99991297042
1,all_other,0.1336,338.68,1.73,687,3509.958333,3153,30.3,1,0,0,0,45000.00005613948
1,major_purchase,0.0907,229.2,9.35,742,9419.958333,3392,9.2,1,0,0,0,57995.999905287594
1,small_business,0.1146,411.97,14.16,707,6089.958333,41893,62.5,0,0,0,0,82799.99996908648
1,small_business,0.1557,244.62,1.18,672,1409.958333,255,15.0,2,0,0,0,56000.00001583201
1,debt_consolidation,0.1304,252.85,18.21,682,5777.958333,19099,89.2,1,0,0,0,61999.999750311785
1,small_business,0.0938,335.76,6.41,737,2459.958333,1932,11.4,2,0,0,1,54999.99976819655
1,debt_consolidation,0.1178,380.76,15.21,707,5039.958333,10197,75.5,0,0,0,0,45760.00018058361
1,debt_consolidation,0.1304,182.06,22.08,707,5220.0,9282,15.0,1,0,1,0,76999.9999356417
1,educational,0.08,297.7,3.53,787,14159.958330000001,7171,10.7,2,0,0,1,54999.99976819655
1,small_business,0.0938,383.73,9.91,767,13620.0,1579,7.2,0,0,0,0,135000.00034822364
1,all_other,0.1493,865.78,10.73,682,1799.9583329999998,33256,73.9,0,0,0,0,159999.99932544588
1,debt_consolidation,0.1209,299.32,4.3,692,1679.9583329999998,9735,72.1,1,0,0,0,52999.99986568429
1,credit_card,0.0938,359.74,12.96,757,3599.958333,12341,30.8,0,0,0,0,45000.00005613948
1,credit_card,0.1146,197.75,13.73,692,2069.958333,14154,85.8,0,0,0,1,31199.999881515687
1,debt_consolidation,0.0768,124.77,5.57,777,6095.041667,4988,14.6,0,0,0,0,28000.00002359446
1,credit_card,0.1462,861.99,9.04,682,5369.958333,9925,45.1,1,2,0,1,159999.99932544588
1,credit_card,0.0938,172.68,19.36,732,6000.0,36976,53.1,2,0,0,0,98406.00031576872
1,home_improvement,0.1178,248.32,17.72,692,6270.0,6349,44.7,1,1,0,0,29999.999980671204
1,credit_card,0.1209,598.64,19.22,702,5220.0,22897,64.5,1,0,1,1,67000.00010900217
1,all_other,0.1272,536.11,10.62,692,5970.0,35114,52.6,0,0,0,0,125000.00046444529
1,debt_consolidation,0.1367,236.43,11.16,662,6839.958333,31081,28.3,1,1,0,0,126802.99999855702
1,credit_card,0.1178,178.8,10.57,682,3780.0,6770,21.2,3,0,0,0,42000.00011484885
1,all_other,0.0907,159.17,5.46,737,3090.0,6528,14.3,1,0,0,0,85000.00038484143
1,small_business,0.0963,32.1,2.64,717,1928.9583329999998,11738,30.3,1,0,0,0,29999.999980671204
1,home_improvement,0.1114,820.13,5.95,732,6119.958333,31752,53.1,2,0,0,0,99999.99950297715
1,all_other,0.1304,384.34,8.98,697,1170.0,6201,66.7,1,0,0,0,95999.99995680261
1,credit_card,0.08,256.96,11.46,772,6419.958333,23891,19.3,0,0,0,0,73999.99983821329
1,credit_card,0.1178,264.88,9.09,687,3629.958333,15217,58.1,0,0,0,0,52000.000126694686
1,small_business,0.1051,260.06,11.41,787,3929.958333,2193,6.9,0,0,0,0,45000.00005613948
1,credit_card,0.1178,165.55,22.49,692,8160.0,0,0.0,3,0,1,1,46999.999967466785
1,debt_consolidation,0.06,216.38,12.09,667,2550.0,14320,67.5,1,0,0,0,28000.00002359446
1,all_other,0.0768,31.19,16.9,767,6419.958333,28938,23.4,0,0,0,0,72000.00014413026
1,debt_consolidation,0.1241,517.87,9.06,692,5250.0,17297,77.6,1,0,1,0,38000.000049076116
1,credit_card,0.1083,215.55,17.87,712,3899.958333,5595,14.9,0,0,1,0,72000.00014413026
1,debt_consolidation,0.1241,334.11,22.43,682,8669.958333,12792,50.6,2,2,0,0,61999.999750311785
1,credit_card,0.1241,233.88,7.88,677,9270.0,6410,41.4,0,0,0,0,99999.99950297715
1,home_improvement,0.0768,109.17,7.57,762,7831.0,1369,5.9,0,1,0,0,52000.000126694686
1,debt_consolidation,0.1367,816.43,17.68,697,3330.0,34565,89.3,1,0,0,0,94999.99994464558
1,all_other,0.102,161.81,8.21,732,3070.0,2535,50.7,3,0,0,0,69996.00024207147
1,debt_consolidation,0.1083,489.88,16.01,732,5850.0,35692,40.1,3,0,0,0,60479.999948385455
1,home_improvement,0.1178,215.22,2.14,732,4410.0,4541,96.6,2,0,0,1,91200.00035910706
1,all_other,0.1241,200.47,17.53,707,6509.958333,1966,93.6,1,0,0,1,48000.000005278656
1,debt_consolidation,0.1304,202.28,24.89,672,1830.0,3139,50.6,1,1,0,0,32495.999875859867
1,all_other,0.08,313.37,6.48,777,4923.0,19998,18.3,1,0,0,0,39999.99987615706
1,all_other,0.1083,81.65,12.36,692,5190.0,257,5.8,1,3,0,0,59999.99992774572
1,all_other,0.1336,203.21,16.24,662,3539.958333,1995,30.7,1,0,0,0,59499.99990874356
1,debt_consolidation,0.1367,489.86,13.01,672,4200.0,14827,43.5,3,0,0,1,119999.99978829804
1,all_other,0.102,177.99,6.03,787,4589.958333,1442,13.5,0,0,0,0,45996.00022222711
1,debt_consolidation,0.1178,595.97,17.43,707,3899.958333,29046,41.8,0,0,0,0,92999.99980140853
1,debt_consolidation,0.102,275.07,9.15,727,2909.958333,6725,43.7,1,0,0,0,42996.00012499132
1,small_business,0.1241,501.16,5.86,692,2429.958333,36073,72.9,2,0,0,1,349999.9987870416
1,debt_consolidation,0.1051,325.08,22.63,717,6660.0,15655,44.3,3,0,0,0,63000.0002914588
1,debt_consolidation,0.1146,329.57,19.3,702,2069.958333,5680,25.2,0,0,1,0,36000.00009222308
1,all_other,0.1146,197.75,3.64,722,3209.958333,58753,94.0,0,0,0,0,239999.99944220888
1,small_business,0.1146,329.57,21.69,722,5250.0,21462,40.9,1,0,0,0,54000.00024049383
1,major_purchase,0.1209,330.08,12.92,687,2190.0,26845,80.5,0,0,0,0,93500.00044162123
1,small_business,0.1462,517.2,11.56,667,4649.958333,13706,45.7,1,1,0,1,108000.00042051342
1,credit_card,0.0938,191.87,10.69,742,2760.0,1774,13.3,1,0,0,0,45000.00005613948
1,small_business,0.1557,698.91,12.39,672,4830.0,13335,39.8,1,1,0,0,49000.00014245462
1,debt_consolidation,0.1051,162.54,2.4,767,3848.0,1411,35.3,1,0,0,0,33017.000022491826
1,debt_consolidation,0.1083,391.9,18.22,717,2519.958333,16100,39.3,1,0,0,0,39000.00019064045
1,home_improvement,0.1114,328.06,21.92,722,2640.0,9042,16.2,2,0,0,0,41003.999921957446
1,small_business,0.102,485.42,7.93,747,3599.958333,86429,37.8,0,0,0,1,99999.99950297715
1,all_other,0.1304,505.7,12.61,692,3569.958333,30055,72.1,0,0,0,0,159999.99932544588
1,educational,0.1304,134.86,12.8,667,8130.0,6793,31.4,3,2,0,0,32999.99998519561
1,debt_consolidation,0.1304,674.27,7.02,692,3720.0,61977,59.3,0,0,0,0,203499.99921351593
1,debt_consolidation,0.1146,329.57,7.85,727,6600.0,17465,95.4,1,0,0,1,93996.00026739619
1,debt_consolidation,0.1178,496.64,22.43,717,8013.0,10635,46.9,0,0,0,0,67999.99971723938
1,educational,0.1126,336.03,1.73,742,3038.041667,7044,13.7,3,0,0,0,69999.9999277953
1,small_business,0.1493,346.32,20.58,682,6720.0,56189,89.2,0,0,0,1,59999.99992774572
1,debt_consolidation,0.1083,653.17,8.2,742,4171.0,12418,66.2,1,0,0,1,65004.000296034734
1,educational,0.1241,260.61,11.5,682,1920.0,36081,87.8,1,0,1,0,68999.99975302159
1,credit_card,0.1442,206.3,15.18,662,6709.041667,38616,76.3,1,0,0,0,71074.00022917944
1,debt_consolidation,0.0907,318.33,4.32,782,5369.958333,49421,2.7,1,0,0,0,62004.000119346216
1,debt_consolidation,0.1051,243.81,7.82,722,4379.958333,5911,20.9,3,0,0,0,51995.999920554816
1,debt_consolidation,0.102,161.81,13.08,722,3929.958333,6013,51.0,3,0,0,0,39996.00007616279
1,debt_consolidation,0.1367,110.56,24.34,672,1223.041667,10098,24.7,2,0,0,0,24999.999903741576
1,home_improvement,0.102,58.26,11.09,707,2519.958333,3628,26.1,2,0,0,0,42000.00011484885
1,debt_consolidation,0.1114,492.08,7.81,722,7140.0,14340,71.3,0,0,0,0,74999.99981111639
1,debt_consolidation,0.1367,748.39,13.13,687,3989.958333,25716,55.4,0,0,0,0,64499.99982044081
1,debt_consolidation,0.1051,747.67,24.93,772,3840.0,3553,5.6,1,0,0,0,74999.99981111639
1,credit_card,0.1178,529.75,15.31,712,3000.041667,19604,43.3,3,0,0,0,41003.999921957446
1,debt_consolidation,0.1241,400.93,7.4,697,1470.0,10868,37.6,2,0,0,0,90000.00006188375
1,debt_consolidation,0.1493,519.47,24.8,662,5580.0,36002,71.3,1,1,0,0,109999.99947479916
1,credit_card,0.1051,126.78,20.23,707,4619.958333,4508,30.7,0,0,0,0,74999.99981111639
1,all_other,0.08,125.35,5.07,817,4081.0,345,0.6,0,0,0,0,58499.9998116331
1,debt_consolidation,0.1083,246.57,21.48,717,5990.041667,7779,83.6,1,0,0,0,32003.999872943656
1,credit_card,0.1083,261.27,13.29,712,5190.0,30362,46.4,1,0,0,0,41000.00017685575
1,small_business,0.1493,346.32,8.68,682,5339.958333,9,0.0,0,0,0,0,82000.00030779601
1,major_purchase,0.1148,725.31,3.33,762,3925.958333,6628,7.3,1,0,0,0,79999.99970751854
1,credit_card,0.102,485.42,12.87,752,5789.958333,14857,31.3,2,1,0,0,30199.999898438553
1,all_other,0.0938,207.85,15.98,767,3757.041667,583,21.6,3,0,0,0,24999.999903741576
1,small_business,0.1178,331.1,17.67,722,3599.958333,27496,33.4,1,0,0,0,49303.99986973497
1,debt_consolidation,0.1272,302.04,9.29,712,6179.958333,3910,46.3,0,0,0,0,39000.00019064045
1,major_purchase,0.1051,260.06,11.19,757,2520.0,10,0.1,3,0,0,1,33996.00001296893
1,small_business,0.1051,165.79,5.67,752,1799.9583329999998,40,1.7,0,0,0,0,61200.000091774484
1,small_business,0.1272,268.48,0.51,702,4019.958333,276,0.8,2,0,0,0,58600.00025988496
1,credit_card,0.0907,95.5,3.03,727,6509.958333,4483,72.3,0,0,0,1,64169.99995222153
1,all_other,0.102,103.56,4.95,717,9570.0,995,2.2,1,2,0,0,31999.999942980372
1,debt_consolidation,0.1399,410.08,10.11,662,4830.0,15043,76.0,1,0,0,0,48685.99983401162
1,home_improvement,0.1146,79.1,12.43,682,1950.0416670000002,5027,62.8,1,0,0,0,48000.000005278656
1,debt_consolidation,0.1178,331.1,8.8,717,2310.0,27406,40.5,2,0,0,0,65599.99967644893
1,credit_card,0.1241,559.63,24.75,722,6179.958333,28116,95.3,1,0,0,0,45000.00005613948
1,all_other,0.1146,49.44,7.22,702,1650.0,0,0.0,2,1,0,0,28596.000089026733
1,small_business,0.1525,869.7,15.56,722,11850.0,95356,58.1,0,0,0,0,135000.00034822364
1,debt_consolidation,0.1114,262.45,8.64,702,4350.0,3754,50.7,1,1,0,0,59999.99992774572
1,credit_card,0.1367,217.72,24.03,667,4739.958333,36475,92.3,3,0,0,0,110500.0000066363
1,all_other,0.08,344.71,1.94,822,11579.95833,3879,7.9,2,0,0,0,43999.99987238248
1,debt_consolidation,0.1083,440.89,11.52,717,4319.958333,12266,41.2,1,0,0,1,78000.00033760519
1,debt_consolidation,0.1083,620.51,14.34,772,4229.958333,5503,55.0,4,0,0,0,54995.99976367537
1,small_business,0.1367,326.57,13.97,682,3636.958333,9375,93.7,0,0,0,0,75828.00026073804
1,debt_consolidation,0.1272,503.39,24.94,687,3690.0,8214,54.4,0,0,0,0,49999.99977948582
1,debt_consolidation,0.1399,307.56,10.71,662,4590.0,3015,82.2,0,0,0,0,38199.99982448371
1,home_improvement,0.14300000000000002,411.89,20.87,662,3269.958333,12089,64.6,0,0,0,0,72000.00014413026
1,debt_consolidation,0.1442,515.74,3.22,682,3180.041667,15137,43.6,0,2,0,0,74999.99981111639
1,all_other,0.0907,222.83,21.65,747,2970.0,5368,16.6,0,0,0,0,46000.00020832334
1,debt_consolidation,0.14300000000000002,274.59,23.27,667,3000.0,11531,76.9,1,0,0,0,37199.999990281976
1,small_business,0.1426,411.67,3.83,762,6059.958333,10106,67.4,3,0,0,0,99000.00008744399
1,small_business,0.1146,823.93,13.86,757,4530.0,46055,20.2,0,0,0,1,86000.00040973457
1,debt_consolidation,0.1304,269.71,5.7,677,8249.958333,8033,73.0,0,0,0,0,46499.9999267417
1,educational,0.1241,185.43,11.73,677,3539.958333,1212,22.9,3,0,0,1,21999.999992510035
1,debt_consolidation,0.08,313.37,20.25,772,8220.0,9632,6.8,3,0,0,0,65999.99993343485
1,all_other,0.1083,308.63,14.33,727,5069.958333,13823,79.9,0,0,0,0,69999.9999277953
1,educational,0.14300000000000002,34.33,15.04,662,3330.0,6553,96.0,3,0,0,0,14999.999998734802
1,all_other,0.1304,185.43,5.02,697,2159.958333,2614,52.3,0,0,0,0,21999.999992510035
1,debt_consolidation,0.1525,556.61,11.48,662,4920.0,16052,88.2,3,0,0,1,58199.99978352337
1,debt_consolidation,0.1083,293.93,17.86,737,2670.041667,0,0.0,1,0,0,0,38499.9999893788
1,debt_consolidation,0.1209,232.81,9.8,712,4290.0,5585,6.4,1,0,1,0,48000.000005278656
1,all_other,0.1272,335.6,22.53,682,4020.0,408,2.1,3,2,0,0,40104.00004237629
1,all_other,0.1114,98.42,4.54,702,3840.041667,4693,75.2,0,0,0,0,41003.999921957446
1,debt_consolidation,0.1367,340.18,12.54,697,3570.0,27860,89.4,3,0,0,0,59999.99992774572
1,all_other,0.1146,184.56,8.28,692,6030.041667,5559,58.5,2,0,1,0,92000.00036513175
1,debt_consolidation,0.1051,195.05,14.36,727,1920.0416670000002,5028,40.2,0,0,0,0,29999.999980671204
1,credit_card,0.1178,49.67,7.68,682,3630.0,5350,87.7,3,0,0,0,159999.99932544588
1,credit_card,0.1146,273.55,15.5,727,3364.041667,22164,96.8,1,0,0,0,82000.00030779601
1,all_other,0.1051,174.73,19.8,762,7590.0,14494,29.6,6,0,0,0,92903.99991400872
1,debt_consolidation,0.1083,78.38,17.62,712,2640.041667,15755,88.5,0,0,0,0,34999.99998349573
1,educational,0.1241,267.29,0.6,762,1440.0,2000,11.4,0,0,0,0,20000.000009277435
1,credit_card,0.1272,293.65,20.12,682,2790.0,25965,52.5,1,0,0,0,86609.99988523396
1,debt_consolidation,0.1399,854.32,19.76,692,3780.041667,41077,60.0,0,1,0,0,119999.99978829804
1,all_other,0.08,156.69,4.28,762,5010.0,14442,28.3,0,0,0,0,90000.00006188375
1,educational,0.1114,275.57,11.88,702,4110.041667,24216,73.8,3,0,0,1,87000.00020560528
1,all_other,0.1146,329.57,4.43,707,2850.0,13175,46.9,2,0,0,0,99999.99950297715
1,debt_consolidation,0.1399,340.88,4.15,662,3960.0,11574,75.6,1,0,0,0,67019.99991345692
1,all_other,0.1241,267.29,6.38,712,1410.0,7740,37.6,1,0,0,0,34999.99998349573
1,all_other,0.08,150.42,17.81,767,8010.0,71386,11.6,0,0,0,0,74999.99981111639
1,credit_card,0.1241,60.14,19.24,677,5460.0,34093,93.7,0,0,0,0,97000.00024390464
1,debt_consolidation,0.1114,255.88,20.46,717,2831.0,11437,41.6,0,0,0,0,41003.999921957446
1,home_improvement,0.1399,512.6,5.38,702,3600.0,12945,76.6,2,0,1,1,63999.99985012427
1,debt_consolidation,0.1146,467.99,15.83,727,3660.0,11306,44.7,1,1,0,0,63000.0002914588
1,all_other,0.1367,136.08,14.0,662,3000.041667,5617,87.8,0,0,0,1,14999.999998734802
1,small_business,0.0768,187.14,24.15,782,3030.041667,1478,10.4,0,0,0,0,39999.99987615706
1,credit_card,0.1083,685.83,14.38,737,4050.041667,8886,17.8,0,1,0,0,58000.00002734374
1,debt_consolidation,0.1557,244.62,2.72,672,3010.041667,3273,69.6,1,0,0,1,48500.00014910965
1,debt_consolidation,0.0907,318.33,9.62,752,6150.0,18917,33.2,0,0,0,0,49999.99977948582
1,all_other,0.1114,196.84,22.41,697,7350.041667,2611,7.8,0,6,0,0,65000.000072944706
1,all_other,0.1083,52.26,5.36,702,3780.041667,7020,42.0,0,1,0,0,29124.000130632765
1,small_business,0.1114,524.89,2.5,722,7710.041667,23165,31.7,0,2,0,0,149999.99953824104
1,all_other,0.1178,231.77,16.85,717,4530.041667,0,0.0,2,0,0,0,32760.000066600885
1,all_other,0.1347,508.84,13.44,707,2256.0,8272,33.2,3,0,0,0,95999.99995680261
1,all_other,0.1083,244.94,14.59,707,4050.041667,3800,21.7,1,0,0,0,50508.00007280366
1,credit_card,0.1083,78.38,15.75,697,5160.041667,13620,29.9,2,0,0,1,39999.99987615706
1,credit_card,0.1241,167.06,23.88,677,3750.041667,40726,83.0,1,0,1,1,87999.99969548982
1,all_other,0.1367,170.09,16.29,662,2160.0,4373,81.0,0,0,2,0,45000.00005613948
1,credit_card,0.1114,475.68,21.8,712,10368.04167,23772,84.0,0,0,0,1,36000.00009222308
1,debt_consolidation,0.1272,134.24,3.98,667,1830.0,5490,12.2,0,0,0,0,38850.00016333341
1,home_improvement,0.1493,242.42,11.77,662,1170.041667,12597,63.0,1,0,0,0,26000.000077905912
1,credit_card,0.0768,93.57,3.97,762,10260.04167,4361,7.3,1,0,0,0,46249.99986399862
1,debt_consolidation,0.1336,711.22,10.74,687,6630.041667,29381,88.2,2,0,1,1,85000.00038484143
1,debt_consolidation,0.1178,662.19,15.42,727,3755.041667,25971,66.6,0,0,0,1,52000.000126694686
1,all_other,0.1178,240.05,5.04,707,3630.0,2134,12.5,1,0,0,0,105000.00009033567
1,small_business,0.0938,425.3,8.93,772,5648.041667,126302,27.6,1,0,0,1,90000.00006188375
1,debt_consolidation,0.1399,222.13,13.81,672,3060.041667,29212,63.1,0,0,0,0,51012.00009453591
1,debt_consolidation,0.1392,682.74,24.94,692,4975.958333,27160,65.7,1,0,0,0,88400.00012148506
1,all_other,0.1904,458.46,5.84,662,6210.0,13363,99.0,1,1,0,1,122999.99946438988
1,debt_consolidation,0.1209,249.43,19.73,692,3360.041667,12985,22.9,3,0,0,0,49999.99977948582
1,small_business,0.1336,338.68,7.24,697,5250.041667,3617,14.4,0,2,0,0,59999.99992774572
1,home_improvement,0.08,142.59,5.58,757,7590.0,19572,49.3,1,0,0,0,58600.00025988496
1,all_other,0.0768,93.57,19.33,777,2610.041667,2707,13.4,1,0,0,0,31356.000147103154
1,all_other,0.0907,318.33,9.79,807,7470.041667,0,0.0,2,0,0,0,94999.99994464558
1,major_purchase,0.1178,198.66,10.6,692,3090.041667,1878,81.7,1,0,0,0,42000.00011484885
1,debt_consolidation,0.1051,260.06,23.46,717,3403.041667,44282,61.2,1,0,0,0,59999.99992774572
1,debt_consolidation,0.1399,410.08,12.14,677,2220.041667,12651,86.1,3,0,0,0,49999.99977948582
1,all_other,0.1557,314.51,0.0,687,2940.041667,0,42.4,1,0,0,0,39996.00007616279
1,debt_consolidation,0.1114,278.85,19.54,702,3990.0,2689,14.5,1,0,0,0,42000.00011484885
1,all_other,0.1336,101.61,17.46,662,1860.0416670000002,4922,65.6,0,0,0,0,31131.000116013183
1,debt_consolidation,0.0907,152.8,14.6,742,7350.041667,8900,49.2,0,0,0,0,48000.000005278656
1,credit_card,0.1146,430.92,12.63,727,5520.041667,27920,33.0,0,0,0,0,92000.00036513175
1,debt_consolidation,0.1209,399.09,11.04,692,8435.041667,9931,29.6,0,1,0,1,24999.999903741576
1,small_business,0.1114,303.45,6.48,782,2580.041667,52,1.5,0,0,0,0,59999.99992774572
1,credit_card,0.1367,748.39,22.08,692,2940.041667,23176,84.3,0,0,0,0,74999.99981111639
1,credit_card,0.1241,614.76,14.38,702,5640.041667,56969,89.6,1,0,0,0,108999.99986797043
1,debt_consolidation,0.1051,496.55,9.94,757,5010.0,23218,29.8,0,0,0,0,59999.99992774572
1,educational,0.1051,48.77,12.94,702,9120.0,388,6.2,0,0,0,0,56000.00001583201
